filename,width,height,class,xmin,ymin,xmax,ymax
cropquandoi90_jpg.rf.41c02cf78a6249fdee1715d94a71e22e.jpg,640,427,License_Plate,348,298,391,315
pic_066_jpg.rf.21f34bde7d675bca2a535ff5dcbe0390.jpg,1280,720,License_Plate,889,473,1084,563
CarLongPlateGen3803_jpg.rf.33afdf0f73e0e4268de16fcc7e9170f7.jpg,472,303,License_Plate,207,256,288,301
CarLongPlateGen2213_jpg.rf.66b6d16617bdd13366cb2e63eec4ae40.jpg,472,303,License_Plate,275,222,365,248
CarLongPlateGen3847_jpg.rf.83367c4b712d20bbdf7d9072dd4006b2.jpg,472,303,License_Plate,197,161,297,199
CarLongPlateGen125_jpg.rf.92eefd0b7aaf0f47a9d3f1beb68575c7.jpg,472,303,License_Plate,259,211,312,223
Cars112_png_jpg.rf.60b484b14417133f099dde7324fd7b8c.jpg,240,400,License_Plate,48,134,163,190
CarLongPlateGen3004_jpg.rf.050465c139d5dbd6c3faf477bf44a252.jpg,472,303,License_Plate,136,53,248,96
cropquandoi85_jpg.rf.8fd9515c6bdda8e3b9e5b70e1d299b3d.jpg,512,384,License_Plate,168,356,197,382
CarLongPlateGen1460_jpg.rf.661733c6b8e0497c07a4fbd879f26076.jpg,472,303,License_Plate,130,61,225,87
CarLongPlateGen3006_jpg.rf.69762b6b5e0740ce794eb54b71e9da46.jpg,472,303,License_Plate,161,109,280,173
xemay439_jpg.rf.127091d474a898c7fe2289ff1fa1ba71.jpg,472,303,License_Plate,142,86,226,163
xemay430_jpg.rf.3fa4c8d708de00353043f48b5ec2d382.jpg,472,303,License_Plate,225,157,303,224
xemay423_jpg.rf.d727f1f4c2d4e63d9e178f37494dc561.jpg,472,303,License_Plate,187,99,256,161
quandoi87_jpg.rf.f9a5ba4b4760e6108fba1d9f2822baed.jpg,640,427,License_Plate,168,353,225,370
quandoi87_jpg.rf.f9a5ba4b4760e6108fba1d9f2822baed.jpg,640,427,License_Plate,574,264,589,276
CarLongPlateGen3000_jpg.rf.3f0291b60d46f5020df228b352a80a7a.jpg,472,303,License_Plate,172,133,261,218
quandoi83_jpg.rf.afe986cc7f255fc355679e8df1777d0b.jpg,800,530,License_Plate,350,302,393,323
quandoi83_jpg.rf.afe986cc7f255fc355679e8df1777d0b.jpg,800,530,License_Plate,555,312,596,325
CarLongPlateGen2916_jpg.rf.95adb60b1559e190cb21a1fbc7ef81b2.jpg,472,303,License_Plate,154,134,266,199
CarLongPlateGen1263_jpg.rf.def8283ca3e179f102ebc7ca7ad379bf.jpg,472,303,License_Plate,317,259,397,281
CarLongPlateGen2075_jpg.rf.fbd98878ad45d71477d12b868cede155.jpg,472,303,License_Plate,125,59,265,104
xemay1797_jpg.rf.3c98586067747fd80532d1a1e779be0a.jpg,472,303,License_Plate,167,106,219,140
cropquandoi87_jpg.rf.c5cca835c5dc9a7eef13e607a7e4c4c7.jpg,640,427,License_Plate,174,316,241,341
CarLongPlateGen3005_jpg.rf.8fbb18fb2941136092ec7159659c1536.jpg,472,303,License_Plate,270,163,351,212
CarLongPlateGen1258_jpg.rf.ec048e81b39a26da8360f280dfaa2dbc.jpg,472,303,License_Plate,277,262,356,284
CarLongPlateGen3848_jpg.rf.af85a1c4499aa4ab1785331c0e37b381.jpg,472,303,License_Plate,138,186,240,224
xemay312_jpg.rf.3b107bb1f92e986bad14cec7db4bbc56.jpg,472,303,License_Plate,164,151,261,226
quandoi72_jpg.rf.5103c2136b11bf260b77395b9dfa4939.jpg,768,432,License_Plate,442,319,507,340
xemay440_jpg.rf.a876ac3c072d676418e9a8a5a695091b.jpg,472,303,License_Plate,202,163,294,234
Cars313_png_jpg.rf.fb089516f792bff384eaff3687faa83f.jpg,400,319,License_Plate,175,210,251,245
CarLongPlateGen2214_jpg.rf.2700429c998a9cd7b63b71669f32e090.jpg,472,303,License_Plate,165,179,295,229
CarLongPlateGen1431_jpg.rf.ea6e44cc2356335252bb5a63e1c9b4c6.jpg,472,303,License_Plate,188,112,292,151
xemay176_jpg.rf.2420399b2b26e8d08dc62cf3b8e2b879.jpg,472,303,License_Plate,137,79,216,151
xemay438_jpg.rf.ade0f333022bef0c0b4014db03e489d6.jpg,472,303,License_Plate,125,169,195,223
CarLongPlateGen3071_jpg.rf.e25d025d0495a55ad20a15419bcdda7f.jpg,472,303,License_Plate,235,160,327,223
CarLongPlateGen3740_jpg.rf.81adeaf1307797671d2aca86a07b7fe8.jpg,472,303,License_Plate,308,219,397,265
CarLongPlateGen3815_jpg.rf.47a017e70acb8e0c9b90eac3d3415b7e.jpg,472,303,License_Plate,202,221,284,276
rotatequandoi107_jpg.rf.b763f0670fa58bee97d87acf2939e4c1.jpg,512,342,License_Plate,329,232,360,249
CarLongPlateGen3072_jpg.rf.240eaff396283098dc0c851f0a8a161b.jpg,472,303,License_Plate,205,247,314,300
rotatequandoi105_jpg.rf.edbc47774caf616c916142b65c93aceb.jpg,800,530,License_Plate,212,394,244,426
CarLongPlateGen3745_jpg.rf.fb1cb2e0d7932ad7b0ffec712831c6b7.jpg,472,303,License_Plate,134,107,243,164
cropquandoi91_jpg.rf.73d468a4e25422cfa79a9fa64d553beb.jpg,600,400,License_Plate,210,265,250,282
cropquandoi91_jpg.rf.73d468a4e25422cfa79a9fa64d553beb.jpg,600,400,License_Plate,57,39,81,50
cropquandoi91_jpg.rf.73d468a4e25422cfa79a9fa64d553beb.jpg,600,400,License_Plate,190,60,215,76
CarLongPlateGen3788_jpg.rf.19e7f2491a620fd8ca1de917e71ab6b1.jpg,472,303,License_Plate,175,83,281,124
rotatequandoi16_jpg.rf.9524c66cf740419d7f962a6a2f450853.jpg,640,443,License_Plate,420,348,457,381
CarLongPlateGen1474_jpg.rf.be76d7137646f68838a8b230a167f1a4.jpg,472,303,License_Plate,248,146,350,176
CarLongPlateGen1442_jpg.rf.6b4186f412f3b64c4d68d808840ae7ad.jpg,472,303,License_Plate,155,91,273,126
CarLongPlateGen3860_jpg.rf.d9f5edd995ca56e10c185868abd4c98c.jpg,472,303,License_Plate,197,211,305,271
rotatequandoi110_jpg.rf.c340360b30c340a1af243e52bdac4941.jpg,960,640,License_Plate,851,465,907,506
CarLongPlate45_jpg.rf.5f204b76e9ae7bdbc6c084a46db965d9.jpg,472,303,License_Plate,235,189,329,223
CarLongPlateGen3007_jpg.rf.c4b7df87507c08ddee2f4db8f37a0bfa.jpg,472,303,License_Plate,299,191,395,244
CarLongPlateGen3001_jpg.rf.34d9b8d1f26b62de07c403213b56ae75.jpg,472,303,License_Plate,290,229,370,268
CarLongPlateGen379_jpg.rf.93d92c134d1596a275c6648e064a0828.jpg,472,303,License_Plate,242,159,295,171
CarLongPlateGen3792_jpg.rf.ef0f04179f17044f2b6780cc8a00a78d.jpg,472,303,License_Plate,210,53,317,118
pic_056_jpg.rf.c864c9c09f3ef5ee45c6ac87d33d3ec2.jpg,500,375,License_Plate,83,264,156,314
CarLongPlateGen1351_jpg.rf.624d29d479a17309003b8c819b2ca7fd.jpg,472,303,License_Plate,226,156,319,185
cropquandoi86_jpg.rf.a04fa737b72e7e360eb81bb4224b5740.jpg,1200,768,License_Plate,791,560,836,591
cropquandoi86_jpg.rf.a04fa737b72e7e360eb81bb4224b5740.jpg,1200,768,License_Plate,493,477,522,502
cropquandoi86_jpg.rf.a04fa737b72e7e360eb81bb4224b5740.jpg,1200,768,License_Plate,228,557,263,573
xemay421_jpg.rf.489e5da177290e2147054d8fcb3bb684.jpg,472,303,License_Plate,201,64,275,134
xemay1848_jpg.rf.ff853235046c3920e737d66065913393.jpg,472,303,License_Plate,151,89,213,130
CarLongPlateGen3857_jpg.rf.76249518fd9fc36911026065e63fdb84.jpg,472,303,License_Plate,177,209,292,271
CarLongPlateGen3743_jpg.rf.bf03dd58ff31f73adbc21269f82eaf2d.jpg,472,303,License_Plate,182,159,300,195
xemay179_jpg.rf.2b13df05b5f91f3557d152c80e25c962.jpg,472,303,License_Plate,235,224,319,292
image32_png_jpg.rf.c7aa8ebf6dd9b0b8cf5def4853eb05a1.jpg,100,100,License_Plate,11,1,89,100
CarLongPlateGen300_jpg.rf.707da6397cbc429e9d82316370884e66.jpg,472,303,License_Plate,172,177,231,187
CarLongPlateGen3791_jpg.rf.a691410f46b2107922195be9206b2027.jpg,472,303,License_Plate,133,212,212,248
CarLongPlateGen1271_jpg.rf.72b5193eba0ffd14125f31412eae4b80.jpg,472,303,License_Plate,170,197,270,223
xemay428_jpg.rf.91c249eeb085edf0bdee5c3fca2314b9.jpg,472,303,License_Plate,177,141,246,205
CarLongPlateGen211_jpg.rf.bbc2f686a2863fe90c7cf26a87280753.jpg,472,303,License_Plate,208,123,266,133
CarLongPlateGen2912_jpg.rf.bd9b06fbe7ef2ab77eea57a4776b599f.jpg,472,303,License_Plate,171,105,286,152
CarLongPlateGen3845_jpg.rf.2ed232c5adf96781e1aeb56e71dbf670.jpg,472,303,License_Plate,234,156,334,209
CarLongPlateGen1435_jpg.rf.c0c6cd675490ce3effe14e4f47df87c7.jpg,472,303,License_Plate,145,201,267,233
xemay305_jpg.rf.0f8c2e9f5bd2cfda8e1bbadd3bad2356.jpg,472,303,License_Plate,204,117,275,174
Cars240_png_jpg.rf.65689a618fe3a2909a2b412910e84f00.jpg,400,225,License_Plate,170,115,231,131
Cars126_png_jpg.rf.0dacddcfb7c1b0ef9ac9238615a93a64.jpg,400,300,License_Plate,102,98,292,200
CarLongPlateGen1461_jpg.rf.8ab91771e53f90786e1950706ff7d9b2.jpg,472,303,License_Plate,172,38,278,67
Cars233_png_jpg.rf.fdf70be68dc0680c0574c48d06079f83.jpg,400,151,License_Plate,188,54,258,77
xemay1851_jpg.rf.aef1e56a228368b3b0520e432fb08bd6.jpg,472,303,License_Plate,170,111,248,174
CarLongPlateGen384_jpg.rf.6d7a9e218496046f4cdf4f3ab181d78d.jpg,472,303,License_Plate,273,175,326,192
xemay422_jpg.rf.86709fe6ad1ae3a4b5f461ad5b76d8f7.jpg,472,303,License_Plate,153,132,246,203
CarLongPlateGen291_jpg.rf.5ce43be9d86b5a56980edbc681d085a6.jpg,472,303,License_Plate,204,178,254,192
CarLongPlateGen2962_jpg.rf.e03dad40cb7c365c626597f66186174d.jpg,472,303,License_Plate,167,222,293,287
Cars322_png_jpg.rf.c04594d18080f522bebd1e7f800372d1.jpg,400,354,License_Plate,273,256,349,296
CarLongPlateGen3896_jpg.rf.1a160131d1df84d252aed0e8fccd3512.jpg,472,303,License_Plate,91,189,192,257
xemay1799_jpg.rf.a4255858a60f9403be835180988394bc.jpg,472,303,License_Plate,246,103,307,151
CarLongPlateGen3008_jpg.rf.081f13f9bee68c881927b854fe065eed.jpg,472,303,License_Plate,343,180,422,239
CarLongPlateGen3893_jpg.rf.3df7822f8f306508eb296683dca25e01.jpg,472,303,License_Plate,170,226,274,291
xemay306_jpg.rf.07a0c1eedaff636264907ce2efc22df7.jpg,472,303,License_Plate,174,155,245,218
xemay1735_jpg.rf.21f5c2acbb22bdd51545d5149de598ac.jpg,472,303,License_Plate,164,78,260,156
pic_064_jpg.rf.c72473e184e51de3cc2ee4597698dbfd.jpg,1920,1080,License_Plate,893,697,1402,870
CarLongPlateGen1476_jpg.rf.238edc7b2f746171a55bce66fb9f1742.jpg,472,303,License_Plate,152,195,253,225
CarLongPlateGen1472_jpg.rf.f530a2f46096a65be5c904dd9b615e46.jpg,472,303,License_Plate,177,51,284,94
CarLongPlateGen1353_jpg.rf.7f486a79f6d3e401558a6753508b6e9e.jpg,472,303,License_Plate,229,212,335,243
CarLongPlateGen221_jpg.rf.b746958f595dd646229d50e05c7e2de0.jpg,472,303,License_Plate,308,185,351,196
CarLongPlate459_jpg.rf.b757a7b4e39e63c78f6db612d9d909a8.jpg,472,303,License_Plate,235,207,336,239
CarLongPlateGen1352_jpg.rf.2ae0a19afcffcae7e6031048e3a10efe.jpg,472,303,License_Plate,202,244,311,273
CarLongPlateGen2914_jpg.rf.3eeebcc4323662394bb7ecfc317ec5fa.jpg,472,303,License_Plate,128,106,261,186
xemay1798_jpg.rf.9926586a3058caa6e66b0762606715b1.jpg,472,303,License_Plate,177,132,234,177
quandoi76_jpg.rf.61e9ec6648cec10dd21f048f657a6837.jpg,1000,666,License_Plate,791,425,897,462

rotatequandoi15_jpg.rf.6ab8b96763db17fa008a7652df4e8020.jpg,660,486,License_Plate,147,419,196,462
CarLongPlateGen1275_jpg.rf.6ff5a04477c0f3d4d145a5dc9c2d90c0.jpg,472,303,License_Plate,141,128,249,161
image3_jpeg_jpg.rf.75294077c30b85246cf4b57ab3c61123.jpg,100,100,License_Plate,16,24,52,32
CarLongPlateGen1402_jpg.rf.1c5f57806d1a48348cedf17439a76f62.jpg,472,303,License_Plate,241,229,345,255
xemay1732_jpg.rf.166c96c3276f2a91d0785e2b6caad2a1.jpg,472,303,License_Plate,193,80,279,150
xemay432_jpg.rf.4eb2c1d7e7ffc8eaac5111aa66d5d498.jpg,472,303,License_Plate,166,139,257,215
CarLongPlate439_jpg.rf.36f42eb301e92a4a1851adb2fe8b6c0f.jpg,472,303,License_Plate,220,175,317,206
CarLongPlateGen3744_jpg.rf.942dc45f05d27312ee1101d8c5bba384.jpg,472,303,License_Plate,265,246,351,276
CarLongPlateGen3850_jpg.rf.d88f263e1e38eeba6ed55abe2cd9115a.jpg,472,303,License_Plate,130,178,234,218
CarLongPlateGen1266_jpg.rf.d613a5f4d5d8ad2263e8ee0ad6bb1954.jpg,472,303,License_Plate,156,175,262,203
images5_jpg.rf.013e81790b357fc002c47d747829967c.jpg,100,100,License_Plate,41,57,60,65
xemay172_jpg.rf.5cc23c47c720cb8adac14521da223c3d.jpg,472,303,License_Plate,162,182,240,250
CarLongPlateGen1468_jpg.rf.2a0aafb13fded0d05b3818cc66032fdc.jpg,472,303,License_Plate,147,129,257,157
CarLongPlateGen3801_jpg.rf.e32ade20d8edb99f91ec836a489299f9.jpg,472,303,License_Plate,196,215,276,269
Cars314_png_jpg.rf.f5c36634ea3c9eb3879b6c402bf9abfc.jpg,400,209,License_Plate,194,148,273,208
CarLongPlateGen2921_jpg.rf.1d71809d90c28e72dc6673b3f70341b4.jpg,472,303,License_Plate,297,173,381,229
CarLongPlate458_jpg.rf.0c7a6c01b09d2affd7ad8dc371df0df7.jpg,472,303,License_Plate,248,222,346,253
CarLongPlateGen3852_jpg.rf.78d0edbd1d0d55b51d0f714aa7f08e4e.jpg,472,303,License_Plate,234,182,353,229
xemay1852_jpg.rf.1d2e828aaff517fc6b0ed7bd8116ad7f.jpg,472,303,License_Plate,231,102,294,150
pic_061_jpg.rf.0972ffc8081d5b7292fde086599fa72d.jpg,720,540,License_Plate,302,244,408,302
xemay1800_jpg.rf.7f560d4af4d86f4d0bc5289d84f495e1.jpg,472,303,License_Plate,186,151,237,193
Cars127_png_jpg.rf.260a7a4ac828956292fda5c2ca426f66.jpg,400,267,License_Plate,359,165,382,180
CarLongPlateGen2226_jpg.rf.9114d722bc4c0eafe3e78c2778bfe2b1.jpg,472,303,License_Plate,145,75,261,110
Cars321_png_jpg.rf.c7511ef15425415e9fbdf0385f7110d1.jpg,301,400,License_Plate,133,234,168,245
CarLongPlateGen121_jpg.rf.0790be43bd02e356de31728842e5e54a.jpg,472,303,License_Plate,308,211,348,220
CarLongPlateGen3851_jpg.rf.25d3ffd71ce72bac2542a3e398288108.jpg,472,303,License_Plate,206,150,311,212
images4_jpg.rf.80ee3a4dcdbbcc567dc2013a9e34386f.jpg,275,183,License_Plate,63,111,206,177
CarLongPlateGen1443_jpg.rf.aabf5aa9bc6bef2a4742d3f9325ee23a.jpg,472,303,License_Plate,162,152,276,189
CarLongPlateGen1267_jpg.rf.abc4a27f916ebcb4fc179a02479a9fff.jpg,472,303,License_Plate,145,152,256,188
CarLongPlateGen2210_jpg.rf.b126ae808709fa2800993a6c554872fb.jpg,472,303,License_Plate,180,58,306,121
pic_063_jpg.rf.f4c0ab62392ee8066b41d58a854e400b.jpg,700,460,License_Plate,194,331,418,389
CarLongPlateGen1220_jpg.rf.97535e829321800949286e995ce5a5d2.jpg,472,303,License_Plate,170,61,263,87
CarLongPlateGen132_jpg.rf.f0fd3addfb55fa5690dd9ed2b8993eb9.jpg,472,303,License_Plate,210,164,247,176
CarLongPlateGen3741_jpg.rf.76144ef29b0008df053fefc3e74d9c4e.jpg,472,303,License_Plate,184,91,297,170
CarLongPlateGen2965_jpg.rf.5ddac2685d5e0ea668ddbb3fc76e7a49.jpg,472,303,License_Plate,157,84,258,154
CarLongPlateGen1215_jpg.rf.09dc581a45ca1e2364ac2d18911ba544.jpg,472,303,License_Plate,249,190,342,216
xemay468_jpg.rf.b2d0daceae2e8bc2057d39e69a739bca.jpg,472,303,License_Plate,250,149,335,219
images9_jpg.rf.e0a6a141074d60eabdfa8bcfabed1fc7.jpg,259,194,License_Plate,2,70,245,128
CarLongPlateGen2063_jpg.rf.e25d6a3a023c8d677a27a2b98b80d42c.jpg,472,303,License_Plate,276,227,378,267
CarLongPlateGen3817_jpg.rf.372debdc19cc804dc030cf8475867409.jpg,472,303,License_Plate,277,232,354,260
CarLongPlateGen3867_jpg.rf.745383f003a3621ba5976175f9719807.jpg,472,303,License_Plate,154,176,259,234
CarLongPlateGen2128_jpg.rf.c8e91de45fe3f0c81f838dff1982e21e.jpg,472,303,License_Plate,261,182,379,218
Cars329_png_jpg.rf.f1b21c7e9215a84807778cfb9d261711.jpg,400,255,License_Plate,165,141,223,175
CarLongPlateGen3822_jpg.rf.ce8b86c346b6b46f5bf7a486048a6fc9.jpg,472,303,License_Plate,221,87,321,171
rotatequandoi108_jpg.rf.63b9b2f82d95a44ed49658ba5bd3051f.jpg,660,441,License_Plate,534,267,577,298
CarLongPlateGen1404_jpg.rf.3df750a7353dd5dfc1d1ea979f9e8c39.jpg,472,303,License_Plate,182,180,278,207
xemay434_jpg.rf.7d2fc63a8629d06add45333057b985bc.jpg,472,303,License_Plate,212,116,311,193
CarLongPlateGen3863_jpg.rf.ed7853a0f6b47a15a425272f90fdcf69.jpg,472,303,License_Plate,138,222,243,257
Cars316_png_jpg.rf.8713dde944f47221e96c0f841925e3ad.jpg,600,450,License_Plate,376,404,475,438
Cars316_png_jpg.rf.8713dde944f47221e96c0f841925e3ad.jpg,600,450,License_Plate,378,191,454,219
CarLongPlateGen3806_jpg.rf.a323e44245b3c1ae80bae199f8aa62fc.jpg,472,303,License_Plate,176,39,290,89
CarLongPlate43_jpg.rf.4c1b45d7423ef14cfd112e937ddb1a30.jpg,472,303,License_Plate,223,211,325,235
CarLongPlateGen381_jpg.rf.1e020e29d3d445b11209e5f4a1c62f30.jpg,472,303,License_Plate,231,93,265,107
Cars340_png_jpg.rf.795bdb24055391c5e4108418d047727d.jpg,400,200,License_Plate,269,125,320,142
CarLongPlateGen2082_jpg.rf.1882d7e371aa5a5b1124839a7ce42e60.jpg,472,303,License_Plate,282,44,400,141
Cars248_png_jpg.rf.72d36886186a00ccaa31e089480af374.jpg,400,300,License_Plate,183,142,310,190
xemay37_jpg.rf.1c032a9afac81876b2ab1b2a819dffc9.jpg,472,303,License_Plate,160,52,243,121
xemay184_jpg.rf.398aa79e7c5d60a6e9135e2dbac1d3a3.jpg,472,303,License_Plate,195,155,272,220
CarLongPlateGen2980_jpg.rf.99f2b41fdd58e57aebd0dfd2ad0295e4.jpg,472,303,License_Plate,327,184,407,240
Cars323_png_jpg.rf.4ac4e087f900c3b03c0391296439af82.jpg,400,225,License_Plate,122,27,278,64
CarLongPlateGen1357_jpg.rf.89fcc14aecb032beda07a6100153135e.jpg,472,303,License_Plate,219,210,322,240
CarLongPlateGen3011_jpg.rf.c0caf2f70e86d41e9faa1511fe36cbdc.jpg,472,303,License_Plate,317,158,403,214
xemay1738_jpg.rf.c2b6db01a7b7ff49ba40b97b48ca4985.jpg,472,303,License_Plate,195,54,281,124
CarLongPlateGen1355_jpg.rf.74db6d3a3c824c544f76a0987560fa52.jpg,472,303,License_Plate,214,147,306,178
CarLongPlateGen1440_jpg.rf.12a049fccc153300641098a724f74549.jpg,472,303,License_Plate,166,83,273,119
CarLongPlateGen2124_jpg.rf.dbd55f02bc3c90def88763707a4b8ff1.jpg,472,303,License_Plate,268,187,398,223
iasfamages_jpeg_jpg.rf.091708986789da1ce61c35f75c93e398.jpg,261,193,License_Plate,47,74,221,163
CarLongPlateGen1470_jpg.rf.7ee787538e1677618299914012ec09ab.jpg,472,303,License_Plate,133,116,238,145
Cars176_png_jpg.rf.e7b6cb4b4761b842900578549ad433f9.jpg,400,250,License_Plate,71,66,307,184
CarLongPlateGen2222_jpg.rf.5f59820f11d8ad1d6309ebf06147fb10.jpg,472,303,License_Plate,245,259,339,287
CarLongPlateGen2924_jpg.rf.bfa010ec8e590768a04c29ab5c7dfc61.jpg,472,303,License_Plate,102,105,208,184
CarLongPlateGen3802_jpg.rf.fdb1dbc53e42ddaa7152898d13e9c035.jpg,472,303,License_Plate,144,125,261,168
xemay1737_jpg.rf.fa452fed031ca35e8cd76a2af2127283.jpg,472,303,License_Plate,170,115,255,183
xemay303_jpg.rf.6912cad91d20b55058315d2c28260a56.jpg,472,303,License_Plate,205,103,277,161
CarLongPlateGen2060_jpg.rf.4247f0afb9fc7b937bec0f7248b11973.jpg,472,303,License_Plate,241,161,331,190
Cars238_png_jpg.rf.dff3b28c93feabda99fc4d88d9b7129e.jpg,600,400,License_Plate,275,185,395,272
d5f4069e6734ac06_jpg.rf.64e25f60fedaacda846522359c93e2d5.jpg,416,416,License_Plate,105,212,145,254
d5f4069e6734ac06_jpg.rf.64e25f60fedaacda846522359c93e2d5.jpg,416,416,License_Plate,391,153,399,158
xemay1809_jpg.rf.908266427caa5999342bd8635538ec7d.jpg,472,303,License_Plate,158,99,223,153
CarLongPlateGen1336_jpg.rf.6b137f91d5c1e0735aa10d88cc47a0f6.jpg,472,303,License_Plate,208,188,312,218
xemay317_jpg.rf.61167b9ae739964c6b3a668c9caefb28.jpg,472,303,License_Plate,134,94,226,166
xemay17_jpg.rf.77ac76a84ff38414b03b4ccc231f59cb.jpg,472,303,License_Plate,233,150,337,238
xemay313_jpg.rf.47c49c23856cae3dbfe8f9f329d6c165.jpg,472,303,License_Plate,102,163,187,233
CarLongPlateGen3009_jpg.rf.afc6bd735759f785ae1268b71f552ffd.jpg,472,303,License_Plate,196,101,299,182
CarLongPlateGen1358_jpg.rf.db22828b21f210357cc579fb130d4f96.jpg,472,303,License_Plate,212,198,309,225
CarLongPlateGen2121_jpg.rf.91c9905e3e8d8ac6b80c07e1e426fd85.jpg,472,303,License_Plate,270,232,371,272
cropquandoi94_jpg.rf.12a3f4e537810fbea6aa6766af257cf3.jpg,640,480,License_Plate,344,331,375,353
cropquandoi94_jpg.rf.12a3f4e537810fbea6aa6766af257cf3.jpg,640,480,License_Plate,112,266,129,277
images7_jpg.rf.41716f487d8008127e16180d4c380dd3.jpg,100,100,License_Plate,18,45,84,75
quandoi86_jpg.rf.d4675988fe96e93fcc0974d81d104815.jpg,1200,768,License_Plate,750,578,803,617
quandoi86_jpg.rf.d4675988fe96e93fcc0974d81d104815.jpg,1200,768,License_Plate,477,506,512,529
quandoi86_jpg.rf.d4675988fe96e93fcc0974d81d104815.jpg,1200,768,License_Plate,230,576,271,595
cropquandoi93_jpg.rf.2f80af9d9d5b8bb0a16d106c0000b8a6.jpg,660,371,License_Plate,254,274,293,286
